index,route_type,length_1,heat_value_1,length_2,heat_value_2,length_3,heat_value_3,length_4,heat_value_4,length_5,heat_value_5,length_ratio,cost_angle_mean,links,correct,,,,,
14,0,0.1826091,1.2782149,0,0,0,0,0.8173909,1.255395,0,0,1.0160907,0.3820453,"[1, 1291385147, 1291385146, 1290362340, 1290362360, 1291382408, 1291382407, 1290368443, 1290368442, 1290368441, 1199846078, 1200647570, 1200647569, 1199846214, 1192764421, 1192764420, 971689182, 112057671, 91191344, 1199917725, 1199917724, 112058154, 112058155, 91191582, 971689181, 974472522, 974472521, 1290366778, 1290366777, -24501717, 24501726, 105551991]",0,,,,,
14,1,0.9397812,1.3010349,0,0,0,0,0.0061954,136.8069161,0.0540234,15.1453662,1.0421456,0.097572,"[3, -1291091124, -1291090269, 1290442475, 1290442481, 1290442480, 1290442479, 1290442478, 24501693, 974750259, 974750258, 812297506, 28420639, 812297510, 974750257, 974750256, 974750255, 1195541630, 1195541629, 120900160, 105564817, 105551991]",1,,,,,
15,0,0,0,0.0561785,0.5761719,0.6719821,1.087377,0.2718394,0.4694368,0,0,1.6160471,0.3338303,"[1, 1291385147, 1291385146, 1290362340, 1290362360, 1291382408, 1291382407, 1290368443, 1290368442, 1290368441, 1199846078, 1200647570, 1200647569, 1199846214, 1192764421, 1192764420, 971689182, 112057671, 91191344, 1199917725, 1199917724, 112058154, 112058155, 91191582, 971689181, 974472522, 974472521, 1290366778, 1290366777, 24526720, 91191583, 91190773, 91190772, 91190771, 91190770, 91190769, 24501725, -112056375, -1200344238, 1200344239, 1200344218, 1200344217, 1192699588, 1192699587, 105555727, -105555728, -820790011, -820790012, -971697128, -971697475, -971697476, -112044113, -1247881603, -1247881604, -1200273606, -1200273607, -1192696230, -1290362505, -1290362506, -971690779, -91190666, -1233911288, -1233911293, -1233911294, -1233911292, -1247786350, -1247786351, -1233912139, -1233912140, -971967864, -1192696192, -1192696193, -112044094, -1247786335, -1247786336, -971964254, -971964255, -112045443, -127848135, -127848136, -1175335901, -1175335902, -1175257495, -1235668466, -1235668467, -1175039844, -1175425718, -1178632766, -1178632767, -105563475, -127844324, -127844325, -127842490, -1178632764, -1178632765, -105563472, -105563473, -1175039846, -1175039847, -1175039848, -127842540, -1175260401, -1175260402, -910530420, -910530421, -1175425717, -910530427, -1178627106, -1178627107, -1235669516, -1235669517, -91203150, -91203148, -112049327, -112049331, -112049330, -112049328, -1178627116, -1178627117, -1175431871, -105563448, -1175421571, -1308055889, -1308055890, -1308055891, -1308055892, -1235668464, -1235668465, -91203155, -91203156, -105563415, -1175346835, -1175346836, -1175347356, -1235669434, -1235669435, -1175347355, 1175413914, -1175413913, 116916446, -105563301, 116916443, -116916440, -753934997, -753934998, -116916442, -1049173152, -1049173154, -1049173151, -1178627108, -1178627109, -120911888, -127844276, -116916391, -1249728037, -1249728038, -1178627118, -1178627119, -127808862, -127844395, -127844396, -127808861, -91204210, -91204211, -91204214, -91204215, -980169918, -980169919, -91204219, -105566132, -1178632031, -1178632032, -105566136, -105566137, -91204223, -1175750361, -1175750362, -1235669476, -1235669477, -1175327419, -1175327420, -91204232, -1235669474, -1235669475, -848274882, -848274883, -848274890, -848274891, -848274893, -848274877, -1207197655, -1207197656, 1207196250, 1297979000, 1297978999, 988879862, 1207188363, 1207188362, -1207187892, 1207187893, 1207187817, 1207187816, 1207184262, 1207184261, 1207184248, 1207184247, 824190454, 1207190456, 1207190455, 1235668582, 1235668581, 91197849, -105564052, -822840044, -1207186150, -1207186151, -112045813, -1207184648, -1207184693, -1207184694, -127797735, -127797660, -127797661, -112047948, -127842467, -105561695, -116928369, -24501257, -120911362, -1207377616, -1207377617, -116932544, -1248073893, -1248073894, -91197865, -91197866, -91197867, -91197870, -91197872, -105561650, -112054438, -112054439, -105550665, -127837475, -127837476, -1219641775, -1219641961, -1219641962, -105539291, -1224528506, -1224528507, -1224528479, -1224528480, -105539142, -1119445802, -1119445803, -1119445801, -1224050690, -1224050691, -1224050696, -1224050697, -1207350107, -1207350108, -1207350106, -937793774, -1207349973, -1207349974, -936866190, -1171832179]",0,,,,,
15,1,0.1252348,1.0007321,0.0715567,0.8327779,0.6648127,1.087377,0.128774,1.4688907,0.0096217,26.7399211,1.6334746,0.2655594,"[3, -1291091124, -1291090269, 1290442475, 1290442481, 1290442480, 1290442479, 1290442478, 24501693, 974750259, 974750258, 812297506, 28420639, 812297510, 974750257, 974750256, 974750255, 1195541630, 1195541629, 24501718, 24501717, 24526720, 91191583, 91190773, 91190772, 91190771, 91190770, 91190769, 24501725, -112056375, -1200344238, 1200344239, 1200344218, 1200344217, 1192699588, 1192699587, 105555727, -105555728, -820790011, -820790012, -971697128, -971697475, -971697476, -112044113, -1247881603, -1247881604, -1200273606, -1200273607, -1192696230, -1290362505, -1290362506, -971690779, -91190666, -1233911288, -1233911293, -1233911294, -1233911292, -1247786350, -1247786351, -1233912139, -1233912140, -971967864, -1192696192, -1192696193, -112044094, -1247786335, -1247786336, -971964254, -971964255, -112045443, -127848135, -127848136, -1175335901, -1175335902, -1175257495, -1235668466, -1235668467, -1175039844, -1175425718, -1178632766, -1178632767, -105563475, -127844324, -127844325, -127842490, -1178632764, -1178632765, -105563472, -105563473, -1175039846, -1175039847, -1175039848, -127842540, -1175260401, -1175260402, -910530420, -910530421, -1175425717, -910530427, -1178627106, -1178627107, -1235669516, -1235669517, -91203150, -91203148, -112049327, -112049331, -112049330, -112049328, -1178627116, -1178627117, -1175431871, -105563448, -1175421571, -1308055889, -1308055890, -1308055891, -1308055892, -1235668464, -1235668465, -91203155, -91203156, -105563415, -1175346835, -1175346836, -1175347356, -1235669434, -1235669435, -1175347355, 1175413914, -1175413913, 116916446, -105563301, 116916443, -116916440, -753934997, -753934998, -116916442, -1049173152, -1049173154, -1049173151, -1178627108, -1178627109, -120911888, -127844276, -116916391, -1249728037, -1249728038, -1178627118, -1178627119, -127808862, -127844395, -127844396, -127808861, -91204210, -91204211, -91204214, -91204215, -980169918, -980169919, -91204219, -105566132, -1178632031, -1178632032, -105566136, -105566137, -91204223, -1175750361, -1175750362, -1235669476, -1235669477, -1175327419, -1175327420, -91204232, -1235669474, -1235669475, -848274882, -848274883, -848274890, -848274891, -848274893, -848274877, -1207197655, -1207197656, 1207196250, 1297979000, 1297978999, 988879862, 1207188363, 1207188362, -1207187892, 1207187893, 1207187817, 1207187816, 1207184262, 1207184261, 1207184248, 1207184247, 824190454, 1207190456, 1207190455, 1235668582, 1235668581, 91197849, -105564052, -822840044, -1207186150, -1207186151, -112045813, -1207184648, -1207184693, -1207184694, -127797735, -127797660, -127797661, -112047948, -127842467, -105561695, -116928369, -24501257, -120911362, -1207377616, -1207377617, -116932544, -1248073893, -1248073894, -91197865, -91197866, -91197867, -91197870, -91197872, -105561650, -112054438, -112054439, 105561649, 120912248, 127837669, 127837668, -91440071, -1207381684, -1207381685, -1207383188, -1207383189, -1171344895, -1171523120, -1171523121, -932312411, -1207386332, -1207386333, -1171395380, -1171395379, -1171277633, -1171832173, -1171832174, -1171565212, -116928461, -1207754412, -1207754413, -1207349371, -1207349372, -116928413, -1207349400, -1207349408, -1207349409, -1207350107, -1207350108, -1207350106, -937793774, -1207349973, -1207349974, -936866190, -1171832179]",1,,,,,
16,0,0.0356571,1.6924682,0.8789828,1.4406016,0,0,0.0087846,126.3049673,0.0765755,15.1453662,1.0747129,0.1006004,"[3, -1291090269, 1290442475, 1290442481, 1290442480, 1290442479, 1290442478, 24501693, 974750259, 974750258, 812297506, 112063837, 781996549, 1248648601, 1248648600, 812227887, 812227886, 1195534353, 1195534352, 1248648423, 1248648422, 120900473, 821525343]",1,,,,,
16,1,0.0356571,1.6924682,0.8789828,1.4406016,0,0,0.0087846,126.3049673,0.0765755,15.1453662,1.0747129,0.1006004,"[3, -1291090269, 1290442475, 1290442481, 1290442480, 1290442479, 1290442478, 24501693, 974750259, 974750258, 812297506, 112063837, 781996549, 1248648601, 1248648600, 812227887, 812227886, 1195534353, 1195534352, 1248648423, 1248648422, 120900473, 821525343]",1,,,,,
17,0,0,0,0.9813082,2.3778676,0,0,0,0,0.0186918,35.4427061,1.3706157,0.193356,"[1, -1293271687, -1293271688, -1238888044, -1239221717, -1297901818, -1297901819, 25185006, 1297901824, 1297901823, 1239221706, 1238888039, 1297901826, 1297901825, 1293271551, 1293271550, 1297901836, 1297901835, 1297901834, 1297901833, 1293271610, 1293271609, 1293271929, 1293271928, 1297903784, 1297903783, 989136414, 989136413, 843712179, 1179893976, 1179893975, 836273597, 1179898044, 836273594, 836273593, 843706805, 843706804, 841552693, 1215337913, 1223277250, 1223277251, 1223277247, 781914520, 1216050622, 1216050621, 1216051124, 1216051123, 824131346, 781914522, 781914521, 833403087, 877431153]",0,,,,,
17,1,0,0,0.9797869,2.3551278,0,0,0,0,0.0202131,41.167414,1.1573437,0.0929813,"[1, 113376577, 1293271551, 1293271550, 1297901836, 1297901835, 1297901834, 1297901833, 1293271610, 1293271609, 1293271929, 1293271928, 1297903784, 1297903783, 989136414, 989136413, 843712179, 1179893976, 1179893975, 836273597, 1179898044, 836273594, 836273593, 843706805, 843706804, 841552693, 1215337913, 1223277250, 1223277251, 1223277247, 781914520, 1216050622, 1216050621, 1216051124, 1216051123, 824131346, 781914522, 781914521, 833403087, 877431153]",1,,,,,
18,0,0,0,0.9914714,1.3926485,0,0,0,0,0.0085286,53.496263,1.0467939,0.0676779,"[1, -1293271687, -1293271688, -1238888044, -1239221717, -1297901818, -1297901819, -1297909623, -1297909627, -1297909628, -1240186800, -1297963887, -1297963888, -1293270795, -1293270831, -1293270832, -1164523395, -1297963889, -1297963890, -25184780, -25184762, -1061430284, -1061430285, -123404499, -25184445, -1192909503, -1192909504, -1192909442, -1192909443, -1192909280, -1192909281, -1192909256]",1,,,,,
18,1,0,0,0.9914714,1.3926485,0,0,0,0,0.0085286,53.496263,1.0467939,0.0676779,"[1, -1293271687, -1293271688, -1238888044, -1239221717, -1297901818, -1297901819, -1297909623, -1297909627, -1297909628, -1240186800, -1297963887, -1297963888, -1293270795, -1293270831, -1293270832, -1164523395, -1297963889, -1297963890, -25184780, -25184762, -1061430284, -1061430285, -123404499, -25184445, -1192909503, -1192909504, -1192909442, -1192909443, -1192909280, -1192909281, -1192909256]",1,,,,,
19,0,0.6325111,0.5220825,0,0,0,0,0.201622,1.3337069,0.1658669,4.8957355,1.2835961,0.1646042,"[1, 1299176223, 1299176222, 1295524248, 38670604, -38703870, -38703871, -826638698, -826638699, -127022312, 38702408, 826638695, 826638704, 826638703, 38703874, 1171746544, 1171828499, 1171828498, 1171809879, 1171809878, 1171809877, 38703863, 1288870130, 1288870129, 1171754369]",1,,,,,
19,1,0.6325111,0.5220825,0,0,0,0,0.201622,1.3337069,0.1658669,4.8957355,1.2835961,0.1646042,"[1, 1299176223, 1299176222, 1295524248, 38670604, -38703870, -38703871, -826638698, -826638699, -127022312, 38702408, 826638695, 826638704, 826638703, 38703874, 1171746544, 1171828499, 1171828498, 1171809879, 1171809878, 1171809877, 38703863, 1288870130, 1288870129, 1171754369]",1,,,,,
20,0,0.5294894,0.4847521,0,0,0,0,0.214796,0.9835811,0.2557145,4.8957355,1.9655141,0.1692778,"[1, 1299176223, 1299176222, 1295524248, 38670604, -38703870, -38703871, -826638700, -826638701, -826638702, -1171825032, -1171825033, -1171824372, -1171824373, -1171824371]",1,,,,,
20,1,0.5294894,0.4847521,0,0,0,0,0.214796,0.9835811,0.2557145,4.8957355,1.9655141,0.1692778,"[1, 1299176223, 1299176222, 1295524248, 38670604, -38703870, -38703871, -826638700, -826638701, -826638702, -1171825032, -1171825033, -1171824372, -1171824373, -1171824371]",1,,,,,
21,0,0.8599924,1.1708878,0,0,0,0,0.0855563,10.4290265,0.0544513,14.1015904,1.1872373,0.1595779,"[1, 1303277896, 1303277895, 1303277894, 1303217172, 1303217171, 1300224776, -1210470619, -1210470620, -110109010, -110109009, -1210467515, -1210470475, -1210470476, -831162372, -1211307931, 1211307932, 1073774727, 776743083, 110108994, 1241258933, 1241258932, 28408583, 117987549, 816673054, 1199049377, 1199049376, 1195432682, 1195432681, 724058454, 1199049379, 1199049378, 1173112291, 1206724650, 1206724649, 117987541, 1199049714, 1199049713, 1305557887]",1,,,,,
21,1,0.8599924,1.1708878,0,0,0,0,0.0855563,10.4290265,0.0544513,14.1015904,1.1872373,0.1595779,"[1, 1303277896, 1303277895, 1303277894, 1303217172, 1303217171, 1300224776, -1210470619, -1210470620, -110109010, -110109009, -1210467515, -1210470475, -1210470476, -831162372, -1211307931, 1211307932, 1073774727, 776743083, 110108994, 1241258933, 1241258932, 28408583, 117987549, 816673054, 1199049377, 1199049376, 1195432682, 1195432681, 724058454, 1199049379, 1199049378, 1173112291, 1206724650, 1206724649, 117987541, 1199049714, 1199049713, 1305557887]",1,,,,,
22,0,0.8722769,1.0686605,0,0,0,0,0.0716668,12.3125369,0.0560563,13.2489039,1.1505637,0.1861183,"[1, 1303277896, 1303277895, 1303277894, 1303217172, 1303217171, 1300224776, -1210470619, -1210470620, -110109018, -110109019, 128816616, 1210470480, 1210470525, 1210470526, -1210470527, -936221709, -776743082, -110109041, -1171941219, -1171941220, -110109012, -1198661944, -1198661945, -812128388, -28408593, -1192712945, -1192712946, -1198728347, -1198728348, -1073943787, -1073943784, -1073943785, -106432851, -812128389, -812128390, -1133634584, -1133634585, -1274856239]",0,,,,,
22,1,0.875198,1.0202513,0,0,0,0,0,0,0.124802,15.5707945,1.0847329,0.196901,"[1, 1303277896, 1303277895, 1303277894, 1303217172, 1303217171, 1300224776, -1210470619, -1210470620, -110109010, -1210470512, -1210470513, -110109012, -1198661944, -1198661945, -812128388, -28408593, -1192712945, -1192712946, -1198728347, -1198728348, -1073943787, -1073943784, -1073943785, -106432851, -812128389, -812128390, -1133634584, -1133634585, -1274856239]",1,,,,,
23,0,0,0,0.033713,0.5008985,0.966287,1.4836856,0,0,0,0,1.2108453,0.0238265,"[1, 1232633616, 1232633615, 1232515903, 1232516564, 1232516563, 96571064, 96571063, 96571061, 96571015, 96571017, 1232514797, 1232514796, 124782619, 1232516560, 1232516559, 96571008, 96571007, 124782584, 124782583, 1232516823, 1232516822, 96571004, 124782582, 124782581, 96571003, 96571002, 124782580, 96570999, 1232716040, 1232716039, 1232516574, 96570997, 96570996, 916855992, 1233135836, 1233135835, 1232516577, 1232516576, 916923884, 916923883, 96570985, 96570984, 96570982, 96570981, 1232516342, 1232516341, 1232632516, 1232632515, 1232631842, 1232631841, 1232631433, 1232631432, 1232631435, 1232631434, 111482874, 917804288, 917804287, 917798340, 917798339, 96570250, 916847529, 916847528, 1232516340, 1232516339, 20438189, 20455727, 111482875, 916886774, 916886773, 109568171, 96614507, 96614462, 20454748, 1233134604, 1233134603, 1233134602, 109572254]",1,,,,,
23,1,0,0,0.033713,0.5008985,0.966287,1.4836856,0,0,0,0,1.2108453,0.0238265,"[1, 1232633616, 1232633615, 1232515903, 1232516564, 1232516563, 96571064, 96571063, 96571061, 96571015, 96571017, 1232514797, 1232514796, 124782619, 1232516560, 1232516559, 96571008, 96571007, 124782584, 124782583, 1232516823, 1232516822, 96571004, 124782582, 124782581, 96571003, 96571002, 124782580, 96570999, 1232716040, 1232716039, 1232516574, 96570997, 96570996, 916855992, 1233135836, 1233135835, 1232516577, 1232516576, 916923884, 916923883, 96570985, 96570984, 96570982, 96570981, 1232516342, 1232516341, 1232632516, 1232632515, 1232631842, 1232631841, 1232631433, 1232631432, 1232631435, 1232631434, 111482874, 917804288, 917804287, 917798340, 917798339, 96570250, 916847529, 916847528, 1232516340, 1232516339, 20438189, 20455727, 111482875, 916886774, 916886773, 109568171, 96614507, 96614462, 20454748, 1233134604, 1233134603, 1233134602, 109572254]",1,,,,,
24,0,0,0,0.9472361,1.3865348,0.0527639,8.3034804,0,0,0,0,1.0289371,0.2073586,"[3, -1232633618, -114356041, 20437730, 1232947002, 1232947001, 1232898236, 1034571333, 1232898313, 1232898312, 1232898311, 124781456, 1232899718, 1232899717, 1232899704, 1232899715, 1232899714, 114011962, 96576072, 124963744, 124963743, 1233028641]",1,,,,,
24,1,0,0,0.9472361,1.3865348,0.0527639,8.3034804,0,0,0,0,1.0289371,0.2073586,"[3, -1232633618, -114356041, 20437730, 1232947002, 1232947001, 1232898236, 1034571333, 1232898313, 1232898312, 1232898311, 124781456, 1232899718, 1232899717, 1232899704, 1232899715, 1232899714, 114011962, 96576072, 124963744, 124963743, 1233028641]",1,,,,,
25,0,0,0,0.972077,1.3473612,0.027923,15.8818242,0,0,0,0,1.0926454,0.0683455,"[3, -1232633618, -20437727, -1232900039, -1232900040, -1232900041, -124963740, -1232898389, -1232898390, -1232898403, -1232899254, -1232899255, -1232899258, -1232899313, -1232899314, -1232899320, -1232899321, -1232899322, -1232899323, -1232899316, -1232899317, -124787467, -1232897987, -1232897988, -1232899275, -1232899276, -1232899131, -1232899132, -1232899133, -96575798, -96575510, -96575491, -1232898336, -1232898337, -1232898333, -1232898334, -1232898335, -96575474, -1267592302, -1267592303, -1233036018, -1233036014, -1233036015, -1233036016, -96575439]",1,,,,,
25,1,0,0,0.972077,1.3473612,0.027923,15.8818242,0,0,0,0,1.0926454,0.0683455,"[3, -1232633618, -20437727, -1232900039, -1232900040, -1232900041, -124963740, -1232898389, -1232898390, -1232898403, -1232899254, -1232899255, -1232899258, -1232899313, -1232899314, -1232899320, -1232899321, -1232899322, -1232899323, -1232899316, -1232899317, -124787467, -1232897987, -1232897988, -1232899275, -1232899276, -1232899131, -1232899132, -1232899133, -96575798, -96575510, -96575491, -1232898336, -1232898337, -1232898333, -1232898334, -1232898335, -96575474, -1267592302, -1267592303, -1233036018, -1233036014, -1233036015, -1233036016, -96575439]",1,,,,,
26,0,0.3066225,0.9160129,0,0,0,0,0.3697699,5.3288942,0.3236076,3.1634787,4.3691851,0.1179044,"[3, 90744007, 90744005, 123244921, 90744000, 90743999, 90744107, 916175383, -916175382, -915868672, -915868673, 759650552, 759650551, 1233176465, 1233176464, 130135196, 90729225, 1191091298, 1191091297, 704303906, 108727164, 1233176406, 1233176405, 1233176424, 1233520833, 1233520832, 123245061, 123264214, 123264215, 20001595, -1172754446, -1172754447, -1233176427, -1233176428, -1103466421, -1103924986, -1172754180, -1172754181]",0,,,,,
26,1,0.3082359,0.9160129,0,0,0,0,0.2137347,7.9206662,0.4780294,4.714316,4.3463156,0.228686,"[1, 1103924953, 123245073, 1103924957, 1103924956, 90744498, -123245067, -1150148128, -1150148129, 90744470, 90744463, 108727164, 1233176406, 1233176405, 1233176424, 1233520833, 1233520832, 123245061, 123264214, 123264215, 20001595, -1172754446, -1172754447, -1233176427, -1233176428, -1103466421, -1103924986, -1172754180, -1172754181]",1,,,,,
27,0,0.518058,2.0169781,0,0,0.0507261,12.2276546,0.2165304,6.1565408,0.2146855,4.7248765,1.228343,0.0754252,"[3, -1105322888, -1205310960, -1205310961, -123247075, -90743706, -90743611, -90743589, -90743451, -1247218168, -1247218169, -90743424, -108728315, -1247218123, -1247218124, -1150738489, -1150738480, -1150738481, -1150738473, -1150738474, -130134760, 130134761, -92690852, -92690851, -90728917, -108733126, -20001442, -20053870, -16882815, -123218604, -123264365]",1,,,,,
27,1,0.518058,2.0169781,0,0,0.0507261,12.2276546,0.2165304,6.1565408,0.2146855,4.7248765,1.228343,0.0754252,"[3, -1105322888, -1205310960, -1205310961, -123247075, -90743706, -90743611, -90743589, -90743451, -1247218168, -1247218169, -90743424, -108728315, -1247218123, -1247218124, -1150738489, -1150738480, -1150738481, -1150738473, -1150738474, -130134760, 130134761, -92690852, -92690851, -90728917, -108733126, -20001442, -20053870, -16882815, -123218604, -123264365]",1,,,,,
28,0,0.5491331,0.5779596,0,0,0,0,0.2600008,4.2490624,0.190866,3.1634787,1.2548015,0.1179044,"[3, 90744007, 90744005, 123244921, 90744000, 90743999, 90744107, 916175383, -916175382, -915868672, -915868673, 759650552, 759650551, 1233176465, 1233176464, 130135196, 90729225, 1191091298, 1191091297, 704303906, 108727164, 1233176406, 1233176405, 1233176424, 1233520833, 1233520832, 123245061, 123264214, 123264215, 20001618, 20001619, 20053765, 20001624, 1172761222, 1172761221, 1172755031, 1172755916, 1172755915, 1294313406, 1294313405, 1067457652, 130094059, 1172761220, 1172761219, 1172754186]",0,,,,,
28,1,0.562141,0.5779596,0,0,0,0,0.1973464,13.800949,0.2405126,6.8299465,1.2257657,0.1677689,"[1, 1103924953, 123245073, 1103924957, 1103924956, 90744498, 123245066, 123245065, 90744565, 130128544, 130128543, 123264216, 123219269, 90744621, 1233176533, 1233176532, 1233176394, 1233176393, 20027590, -1233176418, -1233176419, -20053766, 20001624, 1172761222, 1172761221, 1172755031, 1172755916, 1172755915, 1294313406, 1294313405, 1067457652, 130094059, 1172761220, 1172761219, 1172754186]",1,,,,,
29,0,0.075302,1.0056514,0,0,0.6975082,1.1348076,0.2271897,0.4306884,0,0,1.2619742,0.2912056,"[3, -820724568, -820724569, 107792676, 107788120, 107418629, 901353051, 901353050, 901345936, 901345935, 901345934, 901345933, 901345932, 107418670, 119901063, 119901062, 901353049, 901353048, 119901060, 901353053, 901353052, 1058297199, 1058297198, 107418813, 23267223, 107418817, 901345942, 901345941, 901353829, 901353828, 901345939, 877408459, 877408458, 877408463, 877408462, 107788028, 107788027, 107788026, 107418822, 901919401, 901919400, 107792730, 1255909405, 1255909404, 107792728, 1255909316, 1255909315, 107792731, 119906825, 119906833, 107792733, 107792736, 108694426, 1260894296, 1260894295, 108694427, 107792739, 1021329006, 1021329005, 1021329008, 1021329007, 107418859, 1255908961, 1255908960, 23267451, 1255908766, 1255908765, 107418868, 1272275857, 1272275856, 1255909189, 23299179, 107418878, 893964678, 893964677, 893964185, 893964184, 893964183, 893964182, 107418875, 107418874, 107418873, 1255909181, 1255909180, 107793128, 1259060825, 1259060824, 893969998, 893969997, 893953340, 91018317, 23267654, 91018316, 902140653, 1280658930, 1280658929, 902140651, 902140650, 107793119, 107793108, 107793107, 832421104, 832421103, 1260894305, 1260894304, 1255908763, 107793113, 1255908786, 1255908785, 1062824060, 1208312224, 1208312228, 1208312651, 1208312650, 1252116841, 1252116840, 1208312236, 1252116827, 1252116826, 1206450270, 1261099912, 1261099911, 1208317899, 1208317898, 1208316388, 1208316336, 1208316335, 91018302, 1208317928, 1208317927, 91019347, 107778985, 1208316995, 1208316994, 829380364, 1208317067, 1208317517, 1208317516, 1208317461, 1208317460, 1208318082, 1208318081, 1208317831, 1208317477, 1208318105, 1208318104, 1208317804, 1208317845, 1208317844, 1206550772, 1206550771, 107778987, 1206449769, 1206449768, 1206449767, 1206449766, 1206550648, 1247600082, 1247600081, 119870259, 1206550510, 1206550509, 1247496033, 1247496032, 1247496031, 1247494578, 1247494577, 1247494576, 1247494575, 1247494574, 119870263, 119870266, 1232527360, 1232527359, 91016895, 91016894, 23295191, 1206449814, 1206449813, 1282284292, 1282284291, 1206450268, 119869404, 119869403, 1206450107, 1206450106, 1206449851, 1206449850, 1206449818, 1206550551, 1206550550, 91016901, 1206449871, 1206449870, 1206550549, 1206550548, 1247604125, 1247604124, 1275371086, 1275371088, 1275371087, 1247601325, 1208315602, 1208320683, 1208320682, 123482967, 91016904, 107801283, 1208315574, 1208315573, 1208315605, 1208315604, 1208315572, 1208315571, 107774422, 91016156, 91016153, 1208315594, 1208315593, 91016158, 107774432, 91016161, 91016163, 91016162, 91016164, 116982728, 116982729, 91016165, 1208404754, 1208404753, 119926666, 119926665, 119926525, 119926524, 107808376, 121897608, 1247222561, 1247222567, 1247222566, 119926652, 119926651, 107770378, 116982706, 116982705, 107508215, 107508214, 91016231, 91016233, 91016235, 91016238, 121897609, 91016243, 91016242, 91016241, 23269506, 711441191, 711441190, 774050552, 774050551, 107809004, 1206450279, 1247474149, 1247474148, 91016312, 1206450414, 1206450413, 1206552558, 1206552557, 1206450179, 928313660, 23269768, 23269838, 23269839, 23269836, 23269835, 1208405171, 1208405170, 108716358, 23269862, 706630781, 706630780, 1208405038, 1208405037, 1208405036, 1208405035, 23269873, 23269878, 1208319445, 1208319444, 91036022, 91036021, 1208315151, 1208319494, 1208319493, 1206510305, 23303961, 1208315185, 1208315184, 1206512004, 1208315289, 1208319526, 1208319525, 27594459, 1208314997, 1208314996, 1208319568, 1208319567, 1208315337, 1208319566, 1208319565, 1144717098, 23271094, -1144717092, -1144717093, -743554303, -743554304, -1286371807, -1286371808, -1144717089, -23297920, -1189963023, -1189963024, -1157757130, -1157757131, 126732022, 107773505, 1157907786, 1157907788, 1157907787, 1158072160]",0,,,,,
